1.0e+00   -9.80e+00   6.0e-01   0.00e+00   0.00e-02   -10.00e-01
2.0e+00   -9.80e+00   6.0e-01   0.00e+00   0.00e-02   -10.00e-01
3.0e+00   -9.80e+00   4.0e-01   0.00e+00   0.00e-02   -10.00e-01
4.0e+00   -9.80e+00   1.0e-01   0.00e+00   0.00e-02   -10.00e-01
5.0e+00   -9.80e+00   5.0e-01   0.00e+00   0.00e-02   -10.00e-01
6.0e+00   -9.80e+00   2.0e-01   0.00e+00   0.00e-02   -10.00e-01
7.0e+00   -9.80e+00   8.0e-01   0.00e+00   0.00e-02   -10.00e-01
8.0e+00   -9.80e+00   1.0e-01   0.00e+00   0.00e-02   -10.00e-01
9.0e+00   -9.80e+00   4.0e-01   0.00e+00   0.00e-02   -10.00e-01
10.0e+00   -9.80e+00   1.0e-01   0.00e+00   0.00e-02   -10.00e-01
11.0e+00   -9.80e+00   6.0e-01   0.00e+00   0.00e-02   -10.00e-01
12.0e+00   -9.80e+00   6.0e-01   0.00e+00   0.00e-02   -10.00e-01
13.0e+00   -9.80e+00   6.0e-01   0.00e+00   0.00e-02   -10.00e-01
14.0e+00   -9.80e+00   9.0e-01   0.00e+00   0.00e-02   -10.00e-01
15.0e+00   -9.80e+00   1.0e-01   0.00e+00   0.00e-02   -10.00e-01
16.0e+00   -9.80e+00   9.0e-01   0.00e+00   0.00e-02   -10.00e-01
17.0e+00   -9.80e+00   9.0e-01   0.00e+00   0.00e-02   -10.00e-01
18.0e+00   -9.80e+00   2.0e-01   0.00e+00   0.00e-02   -10.00e-01
19.0e+00   -9.80e+00   6.0e-01   0.00e+00   0.00e-02   -10.00e-01
20.0e+00   -9.80e+00   1.0e-01   0.00e+00   0.00e-02   -10.00e-01
21.0e+00   -9.80e+00   9.0e-01   0.00e+00   0.00e-02   -10.00e-01
22.0e+00   -9.80e+00   6.0e-01   0.00e+00   0.00e-02   -10.00e-01
23.0e+00   -9.80e+00   5.0e-01   0.00e+00   0.00e-02   -10.00e-01
24.0e+00   -9.80e+00   2.0e-01   0.00e+00   0.00e-02   -10.00e-01
25.0e+00   -9.80e+00   8.0e-01   0.00e+00   0.00e-02   -10.00e-01
26.0e+00   -9.80e+00   1.0e-01   0.00e+00   0.00e-02   -10.00e-01
27.0e+00   -9.80e+00   8.0e-01   0.00e+00   0.00e-02   -10.00e-01
28.0e+00   -9.80e+00   8.0e-01   0.00e+00   0.00e-02   -10.00e-01
29.0e+00   -9.80e+00   1.0e-01   0.00e+00   0.00e-02   -10.00e-01
30.0e+00   -9.80e+00   6.0e-01   0.00e+00   0.00e-02   -10.00e-01
31.0e+00   -9.80e+00   1.0e-01   0.00e+00   0.00e-02   -10.00e-01
32.0e+00   -9.80e+00   5.0e-01   0.00e+00   0.00e-02   -10.00e-01
33.0e+00   -9.80e+00   4.0e-01   0.00e+00   0.00e-02   -10.00e-01
34.0e+00   -9.80e+00   5.0e-01   0.00e+00   0.00e-02   -10.00e-01
35.0e+00   -9.80e+00   5.0e-01   0.00e+00   0.00e-02   -10.00e-01
36.0e+00   -9.80e+00   2.0e-01   0.00e+00   0.00e-02   -10.00e-01
37.0e+00   -9.80e+00   8.0e-01   0.00e+00   0.00e-02   -10.00e-01
38.0e+00   -9.80e+00   2.0e-01   0.00e+00   0.00e-02   -10.00e-01
39.0e+00   -9.80e+00   2.0e-01   0.00e+00   0.00e-02   -10.00e-01
40.0e+00   -9.80e+00   6.0e-01   0.00e+00   0.00e-02   -10.00e-01
41.0e+00   -9.80e+00   6.0e-01   0.00e+00   0.00e-02   -10.00e-01
42.0e+00   -9.80e+00   8.0e-01   0.00e+00   0.00e-02   -10.00e-01
43.0e+00   -9.80e+00   8.0e-01   0.00e+00   0.00e-02   -10.00e-01
44.0e+00   -9.80e+00   2.0e-01   0.00e+00   0.00e-02   -10.00e-01
45.0e+00   -9.80e+00   9.0e-01   0.00e+00   0.00e-02   -10.00e-01
46.0e+00   -9.80e+00   5.0e-01   0.00e+00   0.00e-02   -10.00e-01
47.0e+00   -9.80e+00   2.0e-01   0.00e+00   0.00e-02   -10.00e-01
48.0e+00   -9.80e+00   1.0e-01   0.00e+00   0.00e-02   -10.00e-01
49.0e+00   -9.80e+00   8.0e-01   0.00e+00   0.00e-02   -10.00e-01
50.0e+00   -9.80e+00   9.0e-01   0.00e+00   0.00e-02   -10.00e-01
51.0e+00   -9.80e+00   9.0e-01   0.00e+00   0.00e-02   -10.00e-01
52.0e+00   -9.80e+00   4.0e-01   0.00e+00   0.00e-02   -10.00e-01
53.0e+00   -9.80e+00   2.0e-01   0.00e+00   0.00e-02   -10.00e-01
54.0e+00   -9.80e+00   9.0e-01   0.00e+00   0.00e-02   -10.00e-01
55.0e+00   -9.80e+00   8.0e-01   0.00e+00   0.00e-02   -10.00e-01
56.0e+00   -9.80e+00   1.0e-01   0.00e+00   0.00e-02   -10.00e-01
57.0e+00   -9.80e+00   8.0e-01   0.00e+00   0.00e-02   -10.00e-01
58.0e+00   -9.80e+00   2.0e-01   0.00e+00   0.00e-02   -10.00e-01
59.0e+00   -9.80e+00   5.0e-01   0.00e+00   0.00e-02   -10.00e-01
60.0e+00   -9.80e+00   4.0e-01   0.00e+00   0.00e-02   -10.00e-01
61.0e+00   -9.80e+00   9.0e-01   0.00e+00   0.00e-02   -10.00e-01
62.0e+00   -9.80e+00   4.0e-01   0.00e+00   0.00e-02   -10.00e-01
63.0e+00   -9.80e+00   9.0e-01   0.00e+00   0.00e-02   -10.00e-01
64.0e+00   -9.80e+00   5.0e-01   0.00e+00   0.00e-02   -10.00e-01
65.0e+00   -9.80e+00   5.0e-01   0.00e+00   0.00e-02   -10.00e-01
66.0e+00   -9.80e+00   4.0e-01   0.00e+00   0.00e-02   -10.00e-01
67.0e+00   -9.80e+00   4.0e-01   0.00e+00   0.00e-02   -10.00e-01
68.0e+00   -9.80e+00   4.0e-01   0.00e+00   0.00e-02   -10.00e-01
69.0e+00   -9.80e+00   5.0e-01   0.00e+00   0.00e-02   -10.00e-01
70.0e+00   -9.80e+00   4.0e-01   0.00e+00   0.00e-02   -10.00e-01
